student_id,age,gender,education_level,employment_status,course_id,course_category,course_duration_weeks,course_difficulty,enrollment_type,attendance_pct,live_session_attendance,forum_posts,forum_replies,group_activity_participation,avg_weekly_study_hours,learning_platform_logins,video_completion_pct,learning_streak_days,assignment_completion_pct,quiz_average_score,midterm_score,final_project_score,engagement_score,peer_interaction_score,mentor_interaction_count,support_tickets,feedback_score,course_satisfaction_score,course_fee,scholarship_amount,certificate_issued_flag,legacy_student_reference,learning_cluster_id,batch_reference,administrative_code,student_success_flag
100040,31,Female,Masters,Student,9704,Business Analytics,41,Intermediate,Self-Paced,87.50948951429993,32,3,10,21,2.7043091372896844,30,46.86465968066159,113,40.618632056772675,34.61841814274435,44.40172284317886,18.83487183289081,79.03021784918161,4.222403898844485,,3,1.6623090679406278,4.000106337692971,73215.57429385274,12008.395198031163,1,911980,66,3473,959780,1
100041,26,Female,High School,Job Seeker,7438,Programming,33,Intermediate,Instructor-Led,29.346237721063176,11,2,8,23,26.078156667669415,27,48.35558685441585,10,56.70727553588834,16.937592405957503,67.83784595641355,89.03684854206048,47.38365344348138,12.840579747816827,13.0,1,6.072376236686363,6.269031799070697,17207.43655814392,17790.34013184797,0,422603,62,4350,158858,0
100042,43,Male,PhD,Job Seeker,7518,Cybersecurity,18,Beginner,Bootcamp,89.69656825584593,26,7,8,21,27.301202857458517,29,92.98833383867445,88,20.14341651643199,78.1616149878279,38.10876497116985,66.56656425880944,50.96957949146509,18.3403039707559,6.0,6,1.6290949440319693,3.8774382021733342,26585.890034639786,33757.84054231745,1,771002,56,5031,752614,1
100043,19,Female,Masters,Student,6786,Business Analytics,39,Beginner,Bootcamp,82.09510251242737,10,6,13,48,11.544211191674275,21,36.06182700983447,17,62.74636154656906,65.82756160766982,26.571473611123565,72.34755166719364,64.64729568579843,29.711756691312253,6.0,1,2.2118250584548274,9.259997523513546,122957.33096136391,10023.4727433266,0,164915,35,1320,315047,0
100044,37,Female,High School,Self Employed,5151,Cloud,8,Advanced,Instructor-Led,99.01368543168525,41,6,7,28,12.170095497613922,25,66.84768600699975,64,50.86694643713094,19.021820307955995,17.07961654938942,97.31204697112669,78.97023739249613,13.729731364542296,,3,9.43042312100101,8.749802072835369,140170.15160358793,34680.338349428544,1,826968,65,1683,795615,1
100045,45,Female,Bachelors,Self Employed,7093,Programming,7,Intermediate,Self-Paced,91.09271972646206,60,5,15,36,22.811591777165585,23,54.09560879808887,85,65.1444761082864,49.89413829731213,81.21055741798703,34.14572252620556,24.084916251082067,52.257510189469635,7.0,3,9.4162249042193,6.889682126169526,1000000.0,45256.55484836928,1,732025,17,5693,334626,1
100046,24,Male,Bachelors,Self Employed,3899,Cloud,29,Intermediate,Instructor-Led,48.58781117423799,63,5,11,10,27.767535109878324,17,14.925291887095515,62,24.075570810418224,35.05076035646195,47.401942303917075,46.96386201430256,43.231647865812384,84.82577759765927,8.0,2,2.6141462481620357,4.049592537003412,147816.4625341257,42362.96188594891,0,887774,33,4796,752460,0
100047,25,Male,High School,Professional,7734,Cybersecurity,46,Advanced,Instructor-Led,71.35200205505762,49,6,15,47,26.259039284684413,19,87.23930949798351,40,23.666014538657333,41.583305202664874,41.9955730505458,53.494052775173714,55.58773015579136,97.6575025474402,5.0,3,2.437727344709496,1.975806985130246,52676.680025493355,12433.64959870738,1,840401,13,4918,311961,1
100048,52,Female,High School,professional,6016,AI,22,Intermediate,Self-Paced,70.98603961982596,5,6,12,16,2.608025762368097,23,55.65748878050295,19,85.47526939451478,83.19718830133431,97.66950362647304,95.05989392636883,89.66305820793048,67.38269916173338,5.0,1,2.148589402961593,5.708700280067352,99152.94932935355,35011.417566559685,0,508194,32,5016,563978,0
100049,31,Male,Masters,Professional,7509,Data Science,17,Intermediate,Self-Paced,95.30023067767765,26,1,13,45,7.95183320418946,19,67.64643634035642,63,28.364175262158398,54.15852621660074,24.817493391222822,39.86826396317114,88.80599093601326,32.299272493946596,8.0,2,8.407632485631447,7.625219720588114,9196.988253182837,17791.000749489423,1,526603,50,3827,196712,1
100050,34,Male,PhD,Job Seeker,3960,AI,30,Beginner,Bootcamp,33.84025521092233,34,5,12,44,3.9747013605745436,19,13.605542798093895,21,77.25699703986756,57.98463895911578,25.19021778725031,24.36507368921842,86.55848363390231,84.99985968072563,8.0,4,1.4142046980301126,4.537286454306457,54920.23804552881,24463.791950324827,0,120527,84,8288,637596,0
100051,53,Female,Masters,Self Employed,5943,AI,41,Advanced,Instructor-Led,55.29755691771864,41,8,14,29,26.30804895647257,22,56.73012908168352,90,45.3908021978173,80.68437087626201,0.12897712994860422,10.275434607403556,60.15283359686391,81.91032254086801,,3,4.370321271128916,8.82170541486504,97927.9189579418,32393.180710360826,1,363793,45,9623,971727,1
100052,57,Female,Bachelors,Student,9916,Business Analytics,29,Advanced,Bootcamp,66.49341451009282,71,6,15,48,4.101674035189822,28,60.95938544306975,3,91.02643468819109,8.797401827772312,19.406062226419696,0.1170200210510064,79.61013738096912,48.963350047902885,14.0,2,1.061354232498481,9.322431649850346,134510.4277970224,3127.4021662822392,0,829713,37,4759,838559,0
100053,21,Female,Bachelors,Professional,2306,Programming,45,Intermediate,Self-Paced,20.481728863970172,4,2,11,41,21.767736150130343,24,28.626989150205652,10,95.00325475496868,19.804473082635752,64.67821572905585,71.37096158071175,0.8980628261151313,54.43629842503479,,1,7.7191918138787035,3.1660917880904695,29143.9613747194,21128.041095464818,0,587390,5,9066,768500,0
100054,19,Male,Masters,Professional,1759,Business Analytics,26,Beginner,Instructor-Led,31.6998806516538,68,7,6,7,6.058206452926084,29,79.15631230107273,92,20.24428374244456,65.18115450919014,91.70255264274047,40.845417789928426,14.007695326742697,24.594458859845357,4.0,1,2.4197045306450624,1.5455352444267407,91699.34396224492,48743.288826706,0,695434,18,9219,808922,0
100055,23,Female,High School,Job Seeker,6238,Business Analytics,45,Intermediate,Instructor-Led,71.7842851931882,8,3,5,27,21.844374463014237,20,8.473066872144974,12,81.95508673784045,30.240111099995172,87.84474596899982,5.931007936525989,79.19675597840981,51.153388356530215,6.0,1,6.3771549330516155,9.79104587200283,117516.02952839893,42166.027147210974,1,716185,39,9495,853516,1
100056,59,Female,Masters,Student,1226,AI,5,Intermediate,Instructor-Led,57.78247586237264,45,2,10,1,12.476985829018625,34,8.454115375208083,57,78.03179131429864,23.11036959624172,85.68287262347994,39.729757137823384,12.88491379701201,61.79730254227006,11.0,2,9.162145921731637,8.238161578821355,139130.51305994557,49113.58693992631,1,144295,59,3652,164789,1
100057,21,Female,Bachelors,Self Employed,5797,Cloud,16,Beginner,Instructor-Led,40.67952347599138,78,2,13,38,28.37483410811289,22,50.07446266651069,54,61.27861926303779,28.318681915495148,67.04608759737366,58.90080530410692,70.88769100864998,79.19397087709775,10.0,1,3.385613476521363,7.6002923376601,105768.41675116333,16015.08076616528,0,607756,3,1864,387463,0
100058,46,Male,PhD,Professional,9499,Programming,15,Intermediate,Instructor-Led,35.14512921569653,82,10,12,26,25.869461049404148,17,47.6157450960843,55,33.44565662355624,86.81365931139973,14.326551044393,5.302565719416785,15.244736495902933,86.13927874877561,10.0,2,5.856641816662332,1.1166238049279753,101468.44623335898,22438.6027201505,1,356056,42,1059,569385,1
100059,35,Female,PhD,Professional,4378,Business Analytics,40,Beginner,Bootcamp,80.42401767015191,10,6,8,11,28.457298578163194,19,7.474630978548191,103,20.25532773947345,79.99793161104782,91.71424458622349,91.5468926508572,8.388822266377927,49.53898131453608,8.0,0,3.1354229943653653,6.204944321364146,135763.46877920075,35505.225137244015,1,400141,39,1896,356384,1
100060,43,Female,Bachelors,Self Employed,7712,Data Science,43,Intermediate,Self-Paced,59.766767941713645,64,5,5,6,17.405604273626217,27,72.44374035672084,86,5.102855384442018,54.98576739531214,46.86090457579443,31.1733161955954,97.40534038225938,42.074966532287306,,0,7.732321008117811,8.157414631999947,9649.042295748473,41293.23898034867,1,146196,44,8972,117677,1
100061,51,Female,Masters,Self Employed,6208,Cloud,39,Intermediate,Bootcamp,43.078078624487574,79,7,6,49,27.561404716188978,14,58.930676182710926,8,50.72676912639902,28.9251861805479,71.09080427384029,19.419834189787842,32.02057685047047,32.33627952792128,8.0,3,2.992325271237588,5.091125620866331,40823.69645880909,46660.81098006782,0,207212,19,5549,424879,0
100062,27,Male,PhD,Professional,8442,AI,6,Beginner,Instructor-Led,47.36357591912117,42,7,7,23,27.617703892440915,30,75.55498748790228,2,55.79282728175299,69.58536427520379,7.783652699807031,34.61972769456132,95.31306171291033,66.79072110232602,5.0,2,6.1206879610055935,4.416268618423788,17371.573914350858,14694.491738004672,0,582152,61,4764,538428,0
100063,53,Female,Bachelors,Self Employed,5748,Cloud,7,Intermediate,Self-Paced,81.00311509800946,37,4,12,2,11.3568842070574,25,38.11382502561901,34,32.00894842568037,52.39692596969068,16.43011652214512,78.18854618663275,53.27479442735081,92.31275931203226,7.0,2,5.497222575531502,9.707476636328348,134290.2410268761,37725.814074784284,1,284074,10,4551,638528,1
100064,31,Male,PhD,Professional,9988,Business Analytics,34,Beginner,Bootcamp,49.968224879814905,61,7,10,40,13.614182044169315,29,92.5998913103022,119,46.50068324454608,37.27196519970788,47.78396332040869,30.061818441736786,65.1577082691027,38.98002651663908,5.0,1,2.4810156727383355,8.707941724132182,51977.01784464848,46898.363205648304,0,178243,41,3094,762200,0
100065,48,Male,High School,Professional,8045,AI,44,Beginner,Instructor-Led,51.43105859055333,57,5,9,17,16.11204216149536,23,5.270352885973695,11,32.534819958747995,36.940324012354395,1.3903571777175605,1.4190657488902247,57.25616807168047,20.463817866110535,11.0,2,2.8122682411045896,3.1708890640494563,140422.15978650076,43017.19504799816,0,138898,49,8586,608146,0
100066,32,Female,Bachelors,Job Seeker,8624,Programming,31,Advanced,Self-Paced,61.273666628237606,66,7,10,39,22.23491054884124,23,30.62663104779323,119,75.83971428820759,24.69373974571061,11.831802591828977,98.98846103635324,49.44557737427334,60.13649107753395,9.0,2,4.205375900651956,8.295427629776658,82175.75865490295,1997.5238113620674,1,841946,6,6362,828258,1
100067,25,Male,PhD,Student,2779,Cybersecurity,43,Intermediate,Instructor-Led,24.8029981434256,93,5,10,26,4.940360105305057,33,58.82641646926091,70,42.92607755853596,13.387051436157416,85.64130111021365,84.20869576502292,97.06002112466531,69.3770173076866,5.0,2,9.37405393701709,9.130819137335706,107046.68679540834,17975.482206244524,0,234835,74,1255,894500,0
100068,31,Male,Masters,Job Seeker,8063,Cybersecurity,14,Intermediate,Bootcamp,77.64881102257186,37,6,7,37,18.07712131768658,22,99.48081471556381,91,45.29436049944439,77.55754053275481,40.87098703595,15.285959314010178,49.31042760958563,26.330459841557197,11.0,3,2.2785019490421012,6.4022401239269495,143332.21737728795,35630.26581951302,1,651105,5,1107,559736,1
100069,40,Male,Masters,Self Employed,1585,Business Analytics,50,Beginner,Bootcamp,27.205677633420137,79,10,8,46,2.0681540540727483,28,12.248707194871578,38,27.50086209795367,15.174016644110356,40.32436738215639,42.105814055799094,21.144798077788295,18.683489482939887,15.0,3,2.011828259968313,1.9149854150387573,24405.54173900969,6223.90091209915,0,919136,65,4828,349855,0
100070,57,Female,High School,Professional,2378,Data Science,46,Intermediate,Instructor-Led,90.90401345156108,53,5,7,46,19.063883278392918,43,16.95733007721769,110,7.381083669297784,98.95005980751432,17.91750919399997,32.015982084225726,49.30350602746424,8.95663474863192,10.0,0,2.7024041297765504,2.769969370133477,147177.7213992776,23428.17227593983,1,120214,42,1089,172100,1
100071,38,Female,Masters,Job Seeker,6707,Business Analytics,19,Beginner,Instructor-Led,63.33290258960301,40,2,7,20,11.886968679865634,19,87.36307084319043,82,15.741699629022854,29.01066608382856,72.47044457764831,97.95951608260022,42.6078624479203,81.3626302643222,3.0,2,3.072322003099677,3.238899446557739,111939.37962384845,30779.74877144604,0,780320,49,4156,337511,0
100072,33,Male,High School,Job Seeker,6442,Data Science,41,Advanced,Self-Paced,95.32348318464403,9,1,6,16,26.782614420064267,27,75.78158933288162,116,85.09964521045468,99.7697995667658,65.57616713164036,18.311726637333038,59.09028007822259,84.90118343303938,9.0,1,1.3071320603523404,4.610207264543321,133807.7781067695,46651.22518487277,1,517283,64,7222,572166,1
100073,35,Male,Masters,Professional,7929,Programming,32,Intermediate,Instructor-Led,52.194704182129044,77,9,11,23,1.6692280585443888,28,8.041948457287717,62,48.73085791625197,51.188468259067285,66.9728790789399,32.895100280113546,33.80303645717916,6.9220292025917285,6.0,4,4.123213269479061,6.940802053200566,40788.08722617565,45161.106518535635,0,287168,84,7435,976300,0
100074,41,Male,PhD,Professional,7420,Programming,18,Intermediate,Instructor-Led,98.67168540793104,14,4,16,48,26.968307888106242,31,56.047216671667485,52,17.426015649005933,54.65594090030111,81.40253947727676,63.8556491126547,45.66878426652375,93.86363770266583,3.0,1,5.0156222545496885,3.7151784350561563,120022.39992057961,4258.227469445702,0,686445,94,6148,609117,0
